-1, 0
-0.995, 0.000552892
-0.99, 0.00108137
-0.985, 0.00158603
-0.98, 0.00206745
-0.975, 0.00252622
-0.97, 0.00296293
-0.965, 0.00337814
-0.96, 0.00377246
-0.955, 0.00414644
-0.95, 0.00450066
-0.945, 0.00483568
-0.94, 0.00515208
-0.935, 0.00545041
-0.93, 0.00573121
-0.925, 0.00599504
-0.92, 0.00624243
-0.915, 0.00647393
-0.91, 0.00669005
-0.905, 0.00689131
-0.9, 0.00707824
-0.895, 0.00725132
-0.89, 0.00741105
-0.885, 0.00755793
-0.88, 0.00769243
-0.875, 0.00781502
-0.87, 0.00792617
-0.865, 0.00802631
-0.86, 0.00811589
-0.855, 0.00819535
-0.85, 0.00826511
-0.845, 0.00832557
-0.84, 0.00837715
-0.835, 0.00842022
-0.83, 0.00845518
-0.825, 0.0084824
-0.82, 0.00850223
-0.815, 0.00851503
-0.81, 0.00852114
-0.805, 0.00852089
-0.8, 0.0085146
-0.795, 0.00850258
-0.79, 0.00848513
-0.785, 0.00846254
-0.78, 0.00843509
-0.775, 0.00840306
-0.77, 0.0083667
-0.765, 0.00832627
-0.76, 0.008282
-0.755, 0.00823414
-0.75, 0.00818291
-0.745, 0.00812851
-0.74, 0.00807117
-0.735, 0.00801107
-0.73, 0.00794842
-0.725, 0.00788338
-0.72, 0.00781613
-0.715, 0.00774685
-0.71, 0.00767568
-0.705, 0.00760278
-0.7, 0.0075283
-0.695, 0.00745238
-0.69, 0.00737514
-0.685, 0.0072967
-0.68, 0.0072172
-0.675, 0.00713674
-0.67, 0.00705542
-0.665, 0.00697336
-0.66, 0.00689063
-0.655, 0.00680735
-0.65, 0.00672358
-0.645, 0.00663942
-0.64, 0.00655494
-0.635, 0.00647021
-0.63, 0.00638531
-0.625, 0.00630028
-0.62, 0.0062152
-0.615, 0.00613013
-0.61, 0.0060451
-0.605, 0.00596019
-0.6, 0.00587542
-0.595, 0.00579086
-0.59, 0.00570653
-0.585, 0.00562247
-0.58, 0.00553873
-0.575, 0.00545534
-0.57, 0.00537232
-0.565, 0.00528971
-0.56, 0.00520753
-0.555, 0.00512582
-0.55, 0.00504458
-0.545, 0.00496386
-0.54, 0.00488366
-0.535, 0.004804
-0.53, 0.00472491
-0.525, 0.0046464
-0.52, 0.00456848
-0.515, 0.00449117
-0.51, 0.00441448
-0.505, 0.00433842
-0.5, 0.00426301
-0.495, 0.00418825
-0.49, 0.00411415
-0.485, 0.00404073
-0.48, 0.00396799
-0.475, 0.00389593
-0.47, 0.00382457
-0.465, 0.00375391
-0.46, 0.00368396
-0.455, 0.00361471
-0.45, 0.00354618
-0.445, 0.00347837
-0.44, 0.00341129
-0.435, 0.00334493
-0.43, 0.0032793
-0.425, 0.00321441
-0.42, 0.00315025
-0.415, 0.00308683
-0.41, 0.00302416
-0.405, 0.00296222
-0.4, 0.00290104
-0.395, 0.00284059
-0.39, 0.0027809
-0.385, 0.00272196
-0.38, 0.00266376
-0.375, 0.00260632
-0.37, 0.00254963
-0.365, 0.0024937
-0.36, 0.00243852
-0.355, 0.0023841
-0.35, 0.00233043
-0.345, 0.00227752
-0.34, 0.00222537
-0.335, 0.00217397
-0.33, 0.00212333
-0.325, 0.00207346
-0.32, 0.00202434
-0.315, 0.00197598
-0.31, 0.00192838
-0.305, 0.00188154
-0.3, 0.00183546
-0.295, 0.00179014
-0.29, 0.00174558
-0.285, 0.00170178
-0.28, 0.00165874
-0.275, 0.00161646
-0.27, 0.00157495
-0.265, 0.00153419
-0.26, 0.0014942
-0.255, 0.00145496
-0.25, 0.00141649
-0.245, 0.00137878
